names,labels,text,paths
Beslissing-op-Wob-verzoek-inzake-natuurwetvergunning-slachterij.html__concatenated,1.0,"To: gelderland.nl]; ProvincieGelderland[/POST@gelderland.nl]
From:

Sent: Mon 10/19/2020 12:47:31 PM

Subject RE: Wat is de stand van zaken van de Wnb aanvraag voo_

Received: Mon 10/19/2020 12:47:39 PM

s
Vorige week dinsdag, 13 oktober heb ik gevraagd naar de stand van zaken van de Wnb aanvraag voorin

inzake slachteri Ik heb nog geen reactie van jullie ontvangen. Kun je mij laten weten wat de stand van zaken is
van deze aanvraag?

Met vriendelijke groet,
e  Omgevingsdienst —
Noord-Veluwe
_ / Aanwezig: maandag,
( dinsdag en woensdag

T 0341
Oosteinde 17, 3842 DR | M 06 —

Postbus 271, 3840 AG

Harderwijk -w

www.odnv.nl

Van:
Verzonden: dinsdag 13 oktober 2020 16:44
Aan: _'post@gelderland.nl'
Onderwerp: Wat is de stand van zaken van de Wnb aanvraag voo

Beste

Voor het percee e : c 2anvr22g voor de Wet natuurbescherming ingediend. Kunnen jullie mij

aangeven wat de status nu is van deze aanvraag?

Met vriendelijke groet,

Omgevingsdienst
| Noord-Veluwe
_ / Aanwezig: maandag,
( dinsdag en woensdag

T 0341 -
Oosteinde 17, 3842 DR | M 06 —

Postbus 271, 3840 AG

Harderwijk -…

www.odnv.nl

0000000102
",../images/1.0/Beslissing-op-Wob-verzoek-inzake-natuurwetvergunning-slachterij.html__concatenated_p_184.jpg
889752__concatenated,1.0,"pagina 1 van 3

Van:
Verzonden: maandag 24 oktober 2011 10:27

Aan:
Onderwerp: RE: Taxateursoverleg 29 november 2011

Bijlagen: image003.png
Geachte mevrouw,

Het is inderdaad handig als de taxateurs die in de Erfpachtcommissie zitten er ook bij aanwezig zijn.
Mag ik van u de e-mailadressen van N 2

Particuliere erfpacht staat niet op de agenda. Als u vragen hierover heeft, wilt u die dan doorgeven, dan
kunnen die tijdens het overleg behandeld worden.

Met vriendelijke groet,

 

Van: „mailto 4
Verzonden: woensdag 19 oktober 2011 15:25
Aan:

Onderwerp: rw: Taxateursoverleg 29 november 2011
Geachte mevrouw

Bijgaande mail kreeg ik via mijn collega de hee. etreffende het taxateursoverleg.

Vanuit de MVA ben ik vorige keer aanwezig geweest bij dit overleg en meld mij graag aan. Niet als makelaar-
taxateur, wat ik overigens natuurlijk wel ben, maar in de functie als bestuurslid MVA, aanspreekpunt en
zitting hebbende voor de erfpachtcommissie van de MVA.

Momenteel zijn er diverse lopende erfpachtzaken, zoals de particuliere erfpacht en de hiervoor opgestelde

criteria.
Aangezien ook de OGA hiermee te maken gaat krijgen verneem ik graag of dit een agendapunt is / gaat

worden.

Mocht u nog vragen of opmerkingen hebben verneem ik dit uiteraard graag. Dit kan rechtstreeks of via de

MVA.
Met vriendelijke groet,

RMT

Niet aanwezig op: donderdag

Tel:

Fax:

WWW l

De disclaimer van toepassing op e-mail van 0.g. vindt u op:
http://www '\/disclaimer.html!

 

 

http://docwerker.amsterdam.nl/livelink/llisapi.dll/fetch/2000/99901/105183/105184/10... 24-4-2018
",../images/1.0/889752__concatenated_p_140.jpg
969284_mails_incl_bijlagen_6.zip__concatenated,1.0," 

 

Van: n

Verzonden: dinsdag 29 september 2020 12:27

Aan: K. E .
M. . .
N . e ,
EE . .

CC: K

Onderwerp: IA/ BBM: GBW-UVA Grimburgwal-UVA

Bijlagen: UVA Grimburgwal BBM-20200918-D-getekend.pdf; UVA

Grimburgwal IA-20200929-D-ondertekend.pdf

Beste collega's,

Hierbij toegevoegd de ondertekende BBM en IA van GBW-UVA Grimburgwal-UVA.

@ Routeerloket: object voordragen voor vernieuwing.

 

Objectnummer:

GBW-UVA

 

Objectnaam:

Grimburgwal-UVA

 

Locatiebeschrijving:
(Bijv. straat met huisnummer of
kruispunt)

De kade is gelegen langs het UVA terrein tegenover de
Grimburgwal

r 13, ter hoogte van de Sleutelbrug, haaks op de
Oudezijds Voorburgwal.

 

IType objectinformatie:
(Toegevoegd aan bijlage van de mail)

Besluit beheersmaatregel, met onderliggend integraal
advies

 

Scope:

Niet in scope Programma bruggen en kademuren

 

Situatie:

De kade langs het UvA-terrein tegenover de Grimburgwal is
gedeeltelijk bezweken. De kade is eigendom van de UvA,
lechter in overleg met het UvA-crisisteam bereidt het
programma bruggen en kademuren de
veiligheidsmaatregelen voor, voert het monitoren uit en is
het de intentie dat team Preventie en Interventie van het
programma de veiligheidsmaatregelen uitvoert in overleg
met UvA.

 

Routeeradvies

 

Routeren van het object naar vernieuwing.

 

 

Met vriendelijke groet,

Project Management Office
Programma Bruggen & Kademuren

& Secretaris Voorportaal Bruggen & Kademuren

.

 
",../images/1.0/969284_mails_incl_bijlagen_6.zip__concatenated_p_143.jpg
Tweede-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated,1.0,"_..

Van: GLD

Verzonden: zondag 4 september 2016 22:08
Aan: GLD

Onderwerp: Re: Verder: Fw:

Categorieën: B e bezig

Hoi

Het is wel een hele stroom aan mails zeg...

Begrijp ik het goed dat B c akkoord is met de tekst en hij die dus ook niet ondertekent. Hij
vraagt meer van de provincies en daar zitten de provincies toch verschillend is.

Klopt dat in de kern?

. Wij bieden aan om per casus te kijken wat er aan de hand is en of we

daar een rol in kunnen spelen.

Mijn vraag zou zijn wat er nodig is om als provincies op een lijn te komen? En als dat te lastig blijft, wat
betekent het als we allemaal onze eigen afspraken maken?

Zou je ook B kunnen vragen zijn licht hierop te laten schijnen? Of is hij nog aangehaakt?
Gr _

Verstuurd vanaf mijn iPad

Op 4 sep. 2016 om 20: 12 heeft e G zciierland.nl> het volgende geschreven:

A

Ik ben morgenochtend . daarna heel even op kantoor voor ik naar een afspraak extern ga.
Kan jij misschien jouw feedback hierop geven? ik stuur je zo nog wat mailtjes door ter info.

Groet

--- Oorspronkelijk bericht =-------
Onderwerp: Fw:

Van: e cirenthe.nl>

A N c E C ""|>
e e Qoeldeland.n!>

: e c enthe.nl>

Verzonden vanaf Samsung-tablet.

0000000639
",../images/1.0/Tweede-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated_p_623.jpg
969284_mails_incl_bijlagen_5.zip__concatenated,1.0,"\"" E "" $
Onderwerp: FW: Grimburgwal
Datum: 2 september 2020 om 11:35

Àar: G
T

Bij deze de bevestiging van Liander electra

Met vriendelijke groet,

 

X Omgevingsmanager
Preventie en interventie bruggen en kademuren
X Ingenieursbure

Aanwezig ma-di-wo-do

"" >

Verzonden: woensdag 2 september 2020 11:07
o >

 

Onderwerp: FW: Grimburgwal

Beste_

Zoals zojuist afgesproken ontvang je onderstaande mail.

 

Met vriendelijke groet,

 

Liander N.V. . Postbus 50, 6920 AB Duiven, Nederland . Locatiecode: 2AE£6365 . Spaklerweg
20, 1096 DA Amsterdam . KvK 09104351 Arnhem . www.liander.nl
",../images/1.0/969284_mails_incl_bijlagen_5.zip__concatenated_p_711.jpg
Wob-besluit-inzake-SKP-2022-000108.html__concatenated,1.0,"“S eurofins Pr

RAPPORTAGE BETREFFENDE
EMISSIEMETINGEN AAN
KETEL 43/44
11 MEI 2017
PARENCO BV

onitoring
",../images/1.0/Wob-besluit-inzake-SKP-2022-000108.html__concatenated_p_0367.jpg
Eerste-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated,1.0,"GLD

Van: D

Verzonden: dinsdag 30 augustus 2016 11:54

Aan:

Onderwerp: FW: brief veiling vondsten archeodienst

Bijlagen: noreply@museumhetvalkhof.nl_20160816_151137.pdf

Dit is een brief aan het provinciaal depot, met een overzicht van opgravingen en kosten in onze provincie.

Met vriendelijke groet,

) | Accownthoude: musea en geschiedenis en Provinciaal archeoloog | Programmering |
Programma Cultuur en Erfgoed | werkdagen maandag 9-17u, dinsdag 9-14u, woensdag 9-17u, donderdag 9-17u en
vrijdag van 9-17u | T 026 B | www.gelderland.nl

PS: De provincie Gelderland ontvangt uw post graag digitaal via post@gelderland.nl Denk aan het milieu, alvorens
deze mail te printen.

: e © e n hetvalkhof.nl
Verzonden: dinsdag 16 augustus 2016 16:13

Aan: E

CC: VALK+VALK+GLD+GLD
Onderwerp: FW: brief veiling vondsten archeodienst

Beste

Ik vond in mijn postvak ook zo’n brief van Archeodienst; in dit geval geadresseerd aan de provincie. Ik stuur deze
brief even voor de volledigheid aan jullie door.

Met vriendelijke groet,

|
Conservator Provinciaal Depot voor Bodemvondsten Bereikbaar op dinsdag t/m vrijdag

Museum Het Valkhof
kunst en archeologie

-
T. 024 360 88 05 (algemeen)
M.
www.museumhetvalkhof.nl

Van: e 1e e""|and. n
Verzonden: dinsdag 16 augustus 2016 10:11

Aan: E
Onderwerp: FW: afwikkeling onbetaald archeologisch onderzoek

Beste

Onderstaand ter informatie de mail die ik net verstuurde aan Archeodienst. Ik heb de mail strikt juridisch gehouden en
ben niet ingegaan op het feit dat het
L .…
e
N e 1 200 Dezorgde archeologen in onze

0000000004
",../images/1.0/Eerste-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated_p_057.jpg
Wob-besluit-zienswijzen-ontwerp-Natuurbeheerplan-2022-2021-011689.html__concatenated,1.0,"Inspraak ontwerp-Natuurbeheerplan 2022

Aanhef

Naam

Adres

Postcode

Plaats

E-mailadres

A: Waarover wilt u een inspraakreactie
indienen?

Kaart ontwerp-Natuurbeheerplan 2022

Kaart natuurbeheer
Zienswijze Zienswijze gemeente Arnhem op ontwerp
Natuurbeheerplan 2022

De volgende gebieden worden door de
gemeente Arnhem beheerd als natuur en
zouden ons inziens op de
Natuurbeheerplankaart aangemerkt moeten
worden als natuur met subsidiabel beheer:
l Vanaf medio 2021 worden de
zuidelijke uiterwaarden van Arnhem
(gebieden 1, 2 en 7 in bijlage) als
natuurgebied beheerd. De bedoeling is om
enkele kleinschalige recreatieve
voorzieningen aan te brengen (b.v. twee
omheinde hondenlosloopplaatsen in gebied
7 en een honden-aan-de-lijn-wandelroute
over bestaande paden in gebied 1). Tevens
wordt De Groene Rivier (gebied 2 op
bijlage) als natuur ingericht en beheerd. Dit
gebied zou dan opgenomen kunnen worden
in het Gelders Natuurnetwerk (GNN),
waarbij omvorming en beheer ons inziens
subsidiabel zijn;

z De ecozones in Schuytgraaf
(gebieden 5 op bijlage)
3. De Huissensedijk tussen Park

Westerveld en de Burgemeester
Matsersingel (zie gebied 6 in bijlage)

4. Het perceel hooiland in Immerloo
Park (gebied 8)

Daarnaast is het beheer van De Bakenhof
(gebied 1 in bijlage) ons Iinziens ten
onrechte niet subsidiabel.

Upload: Kaart bij zienswijze

0000000043
",../images/1.0/Wob-besluit-zienswijzen-ontwerp-Natuurbeheerplan-2022-2021-011689.html__concatenated_p_052.jpg
967346_files.zip__concatenated,1.0," 
",../images/1.0/967346_files.zip__concatenated_p_561.jpg
967346_files.zip__concatenated,1.0,"Van:

 

 

 

Aan:

Cc:

Onderwerp: Re: lijst kick off bijeenkomst

Datum: maandag 24 augustus 2020 17:23:50

m}

Fijn dat ze betrokken zijn! Is het handig als en ik ook aansluiten? Zitten wat beter in

het project en de omgeving, dus dan kunnen we wellicht wat sneller stappen zetten met
elkaar?

Groet,
|.2.1

Communicatieadviseur a.i. Gebiedsontwikkeling Nieuw-West
Gemeente Amsterdam

werkdagen: ma/di/do

Op 24 g 2020, om 16:25 h

het volgende geschreven:

Ps morgenochtend overleg met bestuursadviseurs. Fijn om dan een eerste beeld te
hebben.

Verstuurd vanaf mijn iPhone

Op 24 aug. 2020 om 16:21 hee °

het volgende geschreven:

Hoi hoi
Ja op donderdag
Top: leggen we ze ff naast elkaar!

Verstuurd vanaf mijn iPhone

Op 24 aug. 2020 om 16:07 heeft EN
ES 2 vo/ze de zeschreven:
H G

Volgens mij hadden we afgesproken dat ik hier een voorzet
zou doen? Heb dat dus ook gedaan. Ik ben nu buiten de deur
",../images/1.0/967346_files.zip__concatenated_p_080.jpg
967351_files_1.zip__concatenated,1.0,"Vragen Ronald Mauer

1. Als bestuurder van Nieuw-West bent u nauw betrokken bij de
vernieuwing van het centrumgebied op en rondom het
Osdorpplein. Wat is voor de gemeente en Meervaart de
belangrijkste reden voor een nieuwe Meervaart?

Antwoord:

e De gemeente streeft naar een eerlijke spreiding van voorzieningen over de stad. Nu is
vrijwel alle cultuur in het centrum geconcentreerd.

e In Nieuw West is alléén de Meervaart de grote culturele voorziening.

e  Stadsdeel Nieuw-West is vrijwel even groot als Haarlem. Nieuw west groeit snel en het
voorzieningenniveau moet mee groeien ten behoeve van de huidige en de nieuwe
bewoners.

e De Meervaart is een belangrijk cultuurpodium met een lange traditie in de wijk. Dit
instituut versterken is voor de gemeente belangrijk.

e  Het centrumgebied ontwikkelt zich snel. De Meervaart hoort in het gebied en kan niet
achter blijven, wil zich ook vernieuwen.

e Het gebouw is nu ongeveer 40 jaar oud en binnenkort is een vernieuwing noodzakelijk.

e De Meervaart heeft de ambitie om uit te groeien naar een multifunctioneel facilitair
gebouw dat onderdak biedt als theater, filmzaal, conferentiecentrum, congrescentrum,
restaurant, café en talentenvijver. De Meervaart wil een belangrijke spilspeler en aanjager
worden voor Osdorp en voor het stadsdeel.

e Volgens alle prognoses zal het stadsdeel uitgroeien tot een volwaardige stad met in de
relatief nabije toekomst een kwart miljoen inwoners. Een nieuwe Meervaart speelt in op
de behoeftevoorziening van meer en meer inwoners van Nieuw-West.

2. Waarom twee varianten: sloop-nieuwbouw op de huidige plek en
nieuwbouw op/aan de Sloterplas?

Antwoord:

e Uiteen lange lijst zijn deze twee locatie gekozen. Het onderzoek gaat naar het zoeken
naar mogelijkheden en onmogelijkheden voor deze twee locaties. Doel van deze avond is
om aan bewoners te vragen naar hun mening en argumenten over deze locaties.

e Watwe hebben geleerd is dat de Meervaart geworteld is in het centrum gebied
(ondernemers stellen dat de MV in het centrum hoort).

e Met het resultaat van de studie willen we binnenkort richting bestuurlijke besluitvorming.
Dat is nodig om met de ontwikkeling van het centrumgebied verder te kunnen en de
toekomst van de Meervaart vorm te geven.

e Een van de knelpunten van nieuwbouw op de huidige plek is dat de Meervaart haar
programmering tijdens de bouw elders onder moet brengen.

e Omdat de vraag nu al groter is dan het culturele aanbod zou dit naast een financiële strop
voor de Meervaart ook betekenen dat u als omwonende minder/geen gebruik kunt maken
van de voorzieningen en activiteiten en dat het culturele aanbod voor een relatief lange
periode rondom het Osdorpplein nihil is.

e  De consequentie van nieuwbouw aan/op de Sloterplas is dat we meéér tijd en ruimte
hebben om de programmering van de Meervaart doorgang te kunnen laten vinden en
",../images/1.0/967351_files_1.zip__concatenated_p_044.jpg
969284_mails_incl_bijlagen_2.zip__concatenated,1.0," 

Van: e

Verzonden: woensdag 16 september 2020 21:36
Aan:
Onderwerp: Technisch advies klaar

Lees je nog even mee?

n - E

B heeft het technisch advies afgerond, op basis daarvan wordt de keuze voor een
veiligheidsmaatregel gemaakt. In het advies staan de verschillende factoren genoemd die kunnen
hebben bijgedragen aan het falen van de constructie op de Grimburgwal. Hierbij een poging dit
samen te vatten. Dit kunnen jullie gebruiken voor teksten bij communicatie en voor de raadsbrief.

Oude constructie, vrij licht ontworpen

De kade is in 1870 gebouwd tegelijk met het gebouw erachter; in 2014 is het gebouw gerenoveerd
(incl fundering)}, de kade is daarbij niet meegenomen bij de renovatie. Vergeleken met andere
kademuren in de stad is constructie vrij licht uitgevoerd en kan dus ook minder belasting aan: het
terrein achter kade is smal en wordt alleen gebruikt door fietsers en voetgangers, daarom kon de
kade lichter gebouwd worden. Het grondscherm dat uitspoeling van grond tegen moet gaan lijkt
kleiner te zijn geweest dan dat het had moeten zijn volgens de ontwerptekeningen. Uit de
duikinspecties blijkt dat er schade was aan de houtconstructie waar de muur op stond. Het is lastig te
vast te stellen waardoor deze schade kan zijn ontstaan.

Mogelijke overbelasting op het terrein achter de kade

Op foto’s tijdens de verbouwing genomen in 2014 is te zien dat het terrein achter de kade gebruikt is
voor opslag van bouwmateriaal en sloopafval. Het gewicht hiervan is aanzienlijk hoger dan de
normale belasting door fietsers en voetgangers. In februari van dit jaar was te zien aan het
straatwerk dat de kade aan het vervormen was waardoor het straatwerk wat los kwam te liggen. Het
straatwerk is in mei van dit jaar hersteld. Een zwakke kade waarachter straatzand door trillen
verdicht en wordt, kan meer gaan vervormen.

Invloed van schepen die de scherpe bocht op Grimburgwal maken

De Grimburgwal is erg een smalle gracht, waar schepen een scherpe bocht moeten maken. Om de
bocht te maken gebruiken ze de schroeven, die het water en de bodem opwoelen. De waterdiepte
voor de ingestorte kade was daardoor minimaal een halve meter dieper dan op andere plekken, dit
kan de kade instabieler maken. Ook botsen schepen regelmatig tegen de kade, hiervoor is jaren
geleden al wrijfhout tegen het metselwerk bevestigd. Bij het omkeren van de vaarrichting, kwamen
schepen net tegen een andere plek tegen de kade, waardoor nieuwe schades aan het metselwerk
zijn ontstaan.

Sinkhole

Enkele weken voor de kade instortte ontstonden problemen bij de hemelwaterafvoer. Waarschijnlijk
omdat er verzakkingen van de kade waren, was de pijp voor regenwaterafvoer losgekomen. Hierdoor
konden sinkholes ontstaan. Er waren al werkzaamheden gaande om dit op te lossen.

Met vriendelijke groet
",../images/1.0/969284_mails_incl_bijlagen_2.zip__concatenated_p_788.jpg
970022_files.zip__concatenated,1.0,"Van:

Verzonden: donderdag 25 juli 2019 10:11

Aan: z

Onderwerp: RE: Aanvraag Bosco: FW: Nieuwe aanvraag Terrrasvergunning: 2019-1896795

Om wat voor een wijziging terras gaat het dan?

van:
Verzonden: Wednesday, July 24, 2019 15:11
Aan:

Onderwerp: Aanvraag Bosco: FW: Nieuwe aanvraag Terrrasvergunning: 2019-1896795

 

Tkn,

Aanvraag Bosco is gedaan.

Van: no-reply@amsterdam.nl [mailto:n0-reply@amsterdam.nl]
Verzonden: woensdag 24 juli 2019 15:05

Aan: Vergunningen Horeca stadsdeel West

Onderwerp: Nieuwe aanvraag Terrrasvergunning: 2019-1896795

 

Er is een nieuwe aanvraag terrasvergunning geregistreerd: 2019-1896795

De samenvatting:

Hoe wilt u uw naam en adres invullen? Ik ga inloggen met DigiD.
Gegevens bedrijf
Organisatie: Bosco BV

KvK-nummer: _

Eerste Constantijn Huygensstraat

Straat, huisnummer en huisnummertoevoeging: Eerste Constantijn Huygensstraat 7 H
Postcode: 1054 BN
Plaats: Amsterdam

Uw gegevens

Voornamen (voluit):

Voorvoegsel:

Achternaam:

Straat, huisnummer en huisnummertoevoeging:
Postcode:

Plaats

E-mail:

Telefoonnummer:

Uw aanvraag

 
",../images/1.0/970022_files.zip__concatenated_p_037.jpg
969284_mails_incl_bijlagen_2.zip__concatenated,1.0," 

Van: |

Verzonden: woensdag 2 september 2020 12:18

Aan: n

CC: |

Onderwerp: RE: Terugkoppeling Werkzaamheden Grimburgwal,

Amsterdam.

Vanaf morgen ben ik erbij als OM!

Helaas lukt het me niet om er straks bij te zijn; mijn dochter heeft een huis gekocht en om 13 uur hebben
we een Zoom ivm de financiering van het huis. Ze heeft het voorlopig koopcontract getekend dus
moeten we nu haast maken =ik help met de financiering vandaar dat ik mee doe met het gesprek.

B nformeert mij na jullie bespreking. Net EN -- B 7 A) gesproken. B wil morgen
een afspraak met de UvA om een analyse van de calamiteit te kunnen maken. Ik bel zo met om dat
af te spreken.

Leuk om dit samen aan te pakken!

Groet,

Omgevingsmanager Kademuren

Gemeente Amsterdam

|Z

Weesperstraat 430, 1018 DN
Postbus 12693, 1100 AR Amsterdam

www.amsterdam.nl/kademuren

 

Werkdagen: ma, di, do, vr

Op dit bericht is een proclaimer van toepassing: amsterdam.nl/proclaimer

\an:
Verzonden: woensdag 2 september 2020 11:25

Aan: E
cc: N ;

Onderwerp: FW: Terugkoppeling Werkzaamheden Grimburgwal, Amsterdam.

Hoi B

Ik hoorde van EN dt jij toezicht gaat houden dus ik stuur deze mail even naar jou door.
",../images/1.0/969284_mails_incl_bijlagen_2.zip__concatenated_p_511.jpg
969284_mails_incl_bijlagen_7.zip__concatenated,1.0,"Van: E

Verzonden: dinsdag 22 september 2020 15:25
Aan: n

cC: Schade Afdeling VGA

Onderwerp: FW: Grimburgwal: kade, lantaarnpaal
Bijlagen: rijksmonument_518303.pdf

__

Sinds vrijdag weten we dat de verzakte kade aan de Grimburgwal van de UvA is. Ook mailde ik je al eerder dat
(onderstaand) dat de kade Rijksmonumentt is.

Betekent dit dat de UvA eigenaar en beheerder is van de monumentale lantaarnpalen met balustrade? Zij zijn dan ook
verantwoordelijk voor het herstel.

Dit is namelijk van belang, omdat we dan de aansprakelijkheid voor het herstel kunnen uitsluiten.
Ik heb G de Cc gezet in verband met deze aansprakelijkheid.

Graag je reactie.

Groet,

Omgevingsmanager Kademuren

Gemeente Amsterdam

Weesperstraat 430, 1018 DN
Postbus 12693, 1100 AR Amsterdam

www.amsterdam.nl/kademuren

 

Werkdagen: ma, di, do, vr

Op dit bericht is een proclaimer van toepassing: amsterdam.nl/proclaimer

\an:
Verzonden: dinsdag 15 september 2020 14:09
Aan:

Onderwerp: FW: Grimburgwal: kade, lantaarnpaal
Hans,

De kade, lantaarnpalen en balustrade op de Grimburgwal zijn rijksmonument.
Zie onderstaand mailtje van Monumenten en Archeologie.

Groet,
",../images/1.0/969284_mails_incl_bijlagen_7.zip__concatenated_p_141.jpg
Beslissing-op-Wob-verzoek-Rhederhof-deelbesluit-1.html.1__concatenated,1.0,"Berekening Situatie 1

v Kenmerken

> Samenvatting emissies
P Depositieresultaten

> Gedetailleerde emissiegegevens

:RIUS & CALCULATOR

0000000767
",../images/1.0/Beslissing-op-Wob-verzoek-Rhederhof-deelbesluit-1.html.1__concatenated_p_0730.jpg
967351_files_1.zip__concatenated,1.0,"Gemeente
Amsterdam

Agendaformulier MT R&D

Vergadering
Onderwerp
Doel van de bespreking

Vraag aan het MT

Aangemeld door
Toegevoegde stukken

Korte samenvatting

MT R&D 12/05/2020
Nieuwe Meervaart
MT meenemen in stand van zaken Nieuwe Meervaart

Met de nieuwbouw van de Meervaart wordt een beweging in gang gezet
waarmee Nieuw West meer op de kaart wordt gezet en ook sterker aan de
stad wordt gebonden. Is dit een beweging die aansluit bij de
Omgevingsvisie in wording?

Zijn er aandachtspunten voor vervolgtraject die MT wil meegeven?

Pieter Klomp

Visiedocument Nieuwe Meervaart

Het College heeft eerder de ambitie uitgesproken de Meervaart te willen
vernieuwen en heeft £ 80 miljoen vrijgemaakt voor nieuwbouw. Vanuit
R&D was er in eerste instantie een voorkeur voor nieuwbouw op de huidige
locatie. Belangrijkste argument daarbij: een theater is een programmatisch
sterke toevoeging voor Centrum Nieuw West. Een stuurgroep bestaande
uit de wethouders Van Doorninck en Meliani gaf eind 2019 aan een
voorkeur te hebben voor ‘een icoon’ in de Sloterplas. De opdracht was
vervolgens deze locatie te verkennen en de condities aan te geven
waaronder nieuwbouw mogelijk is. Vanuit R&D hebben wij voortvarend
invulling gegeven aan deze opdracht: als we in de plas gaan bouwen, dan
zullen we ook laten zien hoe. Inmiddels is de verkenning afgerond en is de
stuurgroep bevestigd in haar voorkeur. De locatiekeuze wordt in juni
voorgelegd aan het College, op basis waarvan verdere communicatie en
uitwerking zal plaatsvinden.

De reden dat we het MT willen meenemen in deze ontwikkeling is
drieledig:

- _ Inhoudelijk. Het is goed te weten dat het College waarschijnlijk gaat
instemmen met deze locatiekeuze. Een besluit dat niet alleen gevoelig
ligt bij betrokken partijen in het gebied (met name de
belangenbehartigers van de Sloterplas), maar mogelijk ook nog steeds
bij een deel van de R&D-ers.
",../images/1.0/967351_files_1.zip__concatenated_p_056.jpg
Tweede-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated,1.0,"6905 DB Zevenaar

Postbus 297
R H E DI E 6900 AG Zevenaar
Ringbaan Zuid A

info@archeodienst.nl

www.archeodienst.nl

367

Archeodienst BV Postbus 297. 0900 AG Zevenaar

Provincie Gelderland

Provinciaal Deiot voor Bodemvondsten
taV.

Postbus 14/4
6501 BL Nijmegen

Zevenaar, 1 augustus 2016

Contactpersoon ; ARCHEO

E-mail i archeodigps
Telefoon : mob:
Betreft : afwikkeling onbetaald archeologisch onderzoek

e

In september aanstaande zal Archeodienst een veiling houden waarbij de vondsten van de projecten
die niet of slechts gedeeltelijk betaald zijn, openbaar verkocht worden. De vondsten die niet verkocht
worden zullen vernietigd worden.

Er zal veel publiciteit omtrent de veiling gegenereerd worden om aandacht te vestigen op de schade
die toegebracht wordt aan het Nederlandse culturele erfgoed door de afbraak van de archeologische
monumentenzorg die het gevolg is van de economische crisis. Om kosten te besparen worden steeds
meer archeologische onderzoeken geschrapt en wordt door de overheid verzuimd om de verstoorders
(onze opdrachtgevers) aan hun verplichtingen te laten voldoen als er wel archeologisch onderzoek
uitgevoerd wordt. Door dit laatste blijven archeologische bedrijven steeds vaker zitten met onbetaalde
onderzoeken en dus met grote verliezen. Bij de veiling zullen alle projecten met naam en toenaam van
de wanbetalers en de verantwoordelijke gemeente genoemd worden.

Onder de projecten waarvan de vondsten verkocht zullen worden,‘behoort een aantal projecten die in
uw provincie zijn uitgevoerd. We hebben brieven gestuurd naar de wanbetaler (en/of de degene die
geprofiteerd heeft) en de betreffende gemeente om hen in de gelegenheid te stellen door betaling de
verkoop van de vondsten te voorkomen. Wij sturen u deze brief omdat u als provincie eigenaar
geworden zou zijn van de vondsten als het onderzoek betaald zou zijn. Wij willen hiermee ook u de
mogelijkheid geven uw verantwoordelijkheid te nemen en door (mede)betaling of het uitoefenen van
uw invloed de verkoop te voorkomen. Indien de achterstallige facturen en de daarna ontstane kosten
binnen drie weken betaald worden, zulien we de vondsten en documentatie aan het depot
overhandigen en zullen deze niet geveild werden.

Het gaat om de volgende projecten:

Projecinaam Projectcode |gemeente opdrachtgever/profiteur Kosten
Eist-Valburgseweg 47753 Overbetuwe IDDS BVDriessen Vastgoed 605000
Zevenaar-Kerkstaat 33531 Zevenaar 8.835,77
Pannerden-De Pannerd 24160 Rijnwaarden Woningstichting Vryieve 58.225,30
Groenlo-Beltrumsestraat 40198 Oost Gelre Rusbo BV 8.330,00
Ermelo-Russulalaan 84958 Ermelo Architektenbureau Veen BV 5.220,55
Velp-Beekhuizenseweg 56360 Rheden Scheliekens & van den Boomen 3.025,00
Bijsterhuizen planfase 7 Wijchen Ê:Ï;‘;;î':]fï}appe…ke e 9.075,00
KvK-nr: 09174930 IBAN: NL17RABO 0131740008 BTW:nr.: NL 8235.80.829.B01

BIC/SWIFT: RABONLZIJ

0000000275
",../images/1.0/Tweede-deelbesluit-Wob-verzoek-beslaglegging-Archeodienst-aanvulling.html__concatenated_p_315.jpg
